英文名,中文名,简称,外网价格,外网数量,buff最低价格,最新价格,buff在售数量,饰品类型,比率
StatTrak™ Dual Berettas | Flora Carnivora (Well-Worn),双持贝瑞塔（StatTrak™） | 食人花 (破损不堪),双持贝瑞塔（StatTrak™） | 食人花,1.8,1.0,8.38,8.37,87.0,Pistol,4.655555555555556
CZ75-Auto | Victoria (Field-Tested),CZ75 | 维多利亚 (久经沙场),CZ75 | 维多利亚,5.99,2.0,27.89,27.79,103.0,Pistol,4.656093489148581
Dual Berettas | Flora Carnivora (Well-Worn),双持贝瑞塔 | 食人花 (破损不堪),双持贝瑞塔 | 食人花,1.08,13.0,5.03,5.02,463.0,Pistol,4.657407407407407
★ Gut Knife | Doppler (Minimal Wear),穿肠刀（★） | 多普勒 (略有磨损),穿肠刀（★） | 多普勒,190.57,1.0,888.0,887.5,28.0,Knife,4.659705095240594
StatTrak™ AWP | Mortis (Minimal Wear),AWP（StatTrak™） | 死神 (略有磨损),AWP（StatTrak™） | 死神,9.2,1.0,42.87,42.77,435.0,Sniper Rifle,4.659782608695652
AK-47 | The Empress (Battle-Scarred),AK-47 | 皇后 (战痕累累),AK-47 | 皇后,26.18,2.0,122.0,121.5,249.0,Rifle,4.660045836516425
Tec-9 | Blue Titanium (Factory New),Tec-9 | 蓝钛 (崭新出厂),Tec-9 | 蓝钛,4.33,10.0,20.18,20.08,173.0,Pistol,4.660508083140877
★ Talon Knife | Case Hardened (Field-Tested),锯齿爪刀（★） | 表面淬火 (久经沙场),锯齿爪刀（★） | 表面淬火,640.78,1.0,2986.5,2986.0,245.0,Knife,4.6607259901994444
★ Karambit | Fade (Factory New),爪子刀（★） | 渐变之色 (崭新出厂),爪子刀（★） | 渐变之色,3070.0,1.0,14309.5,14309.0,284.0,Knife,4.661074918566775
★ Karambit | Stained (Well-Worn),爪子刀（★） | 人工染色 (破损不堪),爪子刀（★） | 人工染色,778.47,1.0,3630.0,3629.5,41.0,Knife,4.662992793556592
★ Karambit | Lore (Field-Tested),爪子刀（★） | 传说 (久经沙场),爪子刀（★） | 传说,1383.21,11.0,6450.0,6449.5,144.0,Knife,4.663066345674192
M4A1-S | Hyper Beast (Minimal Wear),M4A1 消音型 | 暴怒野兽 (略有磨损),M4A1 消音型 | 暴怒野兽,50.18,5.0,234.0,233.5,555.0,Rifle,4.66321243523316
MAC-10 | Nuclear Garden (Factory New),MAC-10 | 核子花园 (崭新出厂),MAC-10 | 核子花园,11.02,1.0,51.4,51.3,131.0,SMG,4.664246823956443
★ Falchion Knife | Lore (Factory New),弯刀（★） | 传说 (崭新出厂),弯刀（★） | 传说,377.25,3.0,1760.0,1759.5,39.0,Knife,4.665341285619616
★ Falchion Knife | Tiger Tooth (Factory New),弯刀（★） | 虎牙 (崭新出厂),弯刀（★） | 虎牙,297.68,2.0,1388.87,1388.37,141.0,Knife,4.6656476753560865
Sawed-Off | Wasteland Princess (Field-Tested),截短霰弹枪 | 荒野公主 (久经沙场),截短霰弹枪 | 荒野公主,2.52,19.0,11.76,11.66,235.0,Shotgun,4.666666666666667
Crasswater The Forgotten | Guerrilla Warfare,遗忘者克拉斯沃特 | 游击队,遗忘者克拉斯沃特 | 游击队,7.67,2.0,35.8,35.7,674.0,Agent,4.667535853976531
P90 | Scorched (Factory New),P90 | 枯焦之色 (崭新出厂),P90 | 枯焦之色,3.04,3.0,14.19,14.09,8.0,SMG,4.667763157894736
Five-SeveN | Fowl Play (Field-Tested),FN57 | 狩猎利器 (久经沙场),FN57 | 狩猎利器,2.89,5.0,13.49,13.39,90.0,Pistol,4.6678200692041525
★ Butterfly Knife | Gamma Doppler (Minimal Wear),蝴蝶刀（★） | 伽玛多普勒 (略有磨损),蝴蝶刀（★） | 伽玛多普勒,2249.17,1.0,10499.9,10499.4,19.0,Knife,4.6683443225723265
P250 | Wingshot (Well-Worn),P250 | 翼击 (破损不堪),P250 | 翼击,1.69,2.0,7.89,7.88,60.0,Pistol,4.668639053254438
XM1014 | Zombie Offensive (Factory New),XM1014 | 行尸攻势 (崭新出厂),XM1014 | 行尸攻势,1.66,20.0,7.75,7.74,404.0,Shotgun,4.668674698795181
★ StatTrak™ Butterfly Knife | Marble Fade (Factory New),蝴蝶刀（★ StatTrak™） | 渐变大理石 (崭新出厂),蝴蝶刀（★ StatTrak™） | 渐变大理石,2720.0,7.0,12699.0,12698.5,97.0,Knife,4.66875
★ StatTrak™ Ursus Knife | Fade (Factory New),熊刀（★ StatTrak™） | 渐变之色 (崭新出厂),熊刀（★ StatTrak™） | 渐变之色,796.78,2.0,3720.0,3719.5,45.0,Knife,4.66879188734657
StatTrak™ AK-47 | The Empress (Minimal Wear),AK-47（StatTrak™） | 皇后 (略有磨损),AK-47（StatTrak™） | 皇后,134.92,1.0,630.0,629.5,304.0,Rifle,4.669433738511711
StatTrak™ USP-S | Guardian (Field-Tested),USP 消音版（StatTrak™） | 守护者 (久经沙场),USP 消音版（StatTrak™） | 守护者,4.6,4.0,21.48,21.38,450.0,Pistol,4.6695652173913045
Little Kev | The Professionals,小凯夫 | 专业人士,小凯夫 | 专业人士,11.67,1.0,54.5,54.4,267.0,Agent,4.670094258783204
StatTrak™ MP9 | Ruby Poison Dart (Minimal Wear),MP9（StatTrak™） | 红宝石毒镖 (略有磨损),MP9（StatTrak™） | 红宝石毒镖,3.64,1.0,17.0,16.9,142.0,SMG,4.670329670329671
Glock-18 | Fade (Factory New),格洛克 18 型 | 渐变之色 (崭新出厂),格洛克 18 型 | 渐变之色,1511.24,5.0,7059.0,7058.5,344.0,Pistol,4.670998650115137
AK-47 | Ice Coaled (Battle-Scarred),AK-47 | 可燃冰 (战痕累累),AK-47 | 可燃冰,11.75,14.0,54.9,54.8,499.0,Rifle,4.672340425531915
R8 Revolver | Crazy 8 (Well-Worn),R8 左轮手枪 | 疯狂老八 (破损不堪),R8 左轮手枪 | 疯狂老八,1.07,7.0,5.0,4.99,404.0,Pistol,4.672897196261682
StatTrak™ AWP | Mortis (Field-Tested),AWP（StatTrak™） | 死神 (久经沙场),AWP（StatTrak™） | 死神,6.42,4.0,30.0,29.9,557.0,Sniper Rifle,4.672897196261682
MAC-10 | Neon Rider (Well-Worn),MAC-10 | 霓虹骑士 (破损不堪),MAC-10 | 霓虹骑士,8.51,1.0,39.77,39.67,23.0,SMG,4.6733254994124565
G3SG1 | Flux (Field-Tested),G3SG1 | 弗卢克斯 (久经沙场),G3SG1 | 弗卢克斯,8.27,3.0,38.66,38.56,114.0,Sniper Rifle,4.674727932285369
M4A1-S | Mecha Industries (Factory New),M4A1 消音型 | 机械工业 (崭新出厂),M4A1 消音型 | 机械工业,74.96,1.0,350.5,350.0,527.0,Rifle,4.6758271077908224
StatTrak™ Galil AR | Rocket Pop (Minimal Wear),加利尔 AR（StatTrak™） | 火箭冰棒 (略有磨损),加利尔 AR（StatTrak™） | 火箭冰棒,4.94,1.0,23.1,23.0,286.0,Rifle,4.676113360323886
